scene_id,scene_key,dataset,split,source_group,eligible_frame_count,frame_count,scene_root
bridgedata_v2__train_00254__traj_0021,bridgedata_v2/train_00254/traj_0021,bridgedata_v2,val,bridgedata_v2:train_00254,29,29,data/processed/bridgedata_v2/train_00254/traj_0021
bridgedata_v2__train_00282__traj_0000,bridgedata_v2/train_00282/traj_0000,bridgedata_v2,val,bridgedata_v2:train_00282,24,24,data/processed/bridgedata_v2/train_00282/traj_0000
bridgedata_v2__train_00306__traj_0010,bridgedata_v2/train_00306/traj_0010,bridgedata_v2,val,bridgedata_v2:train_00306,24,24,data/processed/bridgedata_v2/train_00306/traj_0010
bridgedata_v2__train_00306__traj_0016,bridgedata_v2/train_00306/traj_0016,bridgedata_v2,val,bridgedata_v2:train_00306,29,29,data/processed/bridgedata_v2/train_00306/traj_0016
bridgedata_v2__train_00315__traj_0020,bridgedata_v2/train_00315/traj_0020,bridgedata_v2,val,bridgedata_v2:train_00315,31,31,data/processed/bridgedata_v2/train_00315/traj_0020
bridgedata_v2__train_00319__traj_0029,bridgedata_v2/train_00319/traj_0029,bridgedata_v2,val,bridgedata_v2:train_00319,41,41,data/processed/bridgedata_v2/train_00319/traj_0029
bridgedata_v2__train_00359__traj_0014,bridgedata_v2/train_00359/traj_0014,bridgedata_v2,val,bridgedata_v2:train_00359,49,49,data/processed/bridgedata_v2/train_00359/traj_0014
bridgedata_v2__train_00360__traj_0019,bridgedata_v2/train_00360/traj_0019,bridgedata_v2,val,bridgedata_v2:train_00360,49,49,data/processed/bridgedata_v2/train_00360/traj_0019
bridgedata_v2__train_00368__traj_0023,bridgedata_v2/train_00368/traj_0023,bridgedata_v2,val,bridgedata_v2:train_00368,24,24,data/processed/bridgedata_v2/train_00368/traj_0023
bridgedata_v2__train_00472__traj_0001,bridgedata_v2/train_00472/traj_0001,bridgedata_v2,val,bridgedata_v2:train_00472,33,33,data/processed/bridgedata_v2/train_00472/traj_0001
bridgedata_v2__train_00488__traj_0021,bridgedata_v2/train_00488/traj_0021,bridgedata_v2,val,bridgedata_v2:train_00488,15,15,data/processed/bridgedata_v2/train_00488/traj_0021
bridgedata_v2__train_00492__traj_0003,bridgedata_v2/train_00492/traj_0003,bridgedata_v2,val,bridgedata_v2:train_00492,45,45,data/processed/bridgedata_v2/train_00492/traj_0003
bridgedata_v2__train_00507__traj_0009,bridgedata_v2/train_00507/traj_0009,bridgedata_v2,val,bridgedata_v2:train_00507,39,39,data/processed/bridgedata_v2/train_00507/traj_0009
bridgedata_v2__train_00518__traj_0011,bridgedata_v2/train_00518/traj_0011,bridgedata_v2,val,bridgedata_v2:train_00518,49,49,data/processed/bridgedata_v2/train_00518/traj_0011
bridgedata_v2__train_00528__traj_0022,bridgedata_v2/train_00528/traj_0022,bridgedata_v2,val,bridgedata_v2:train_00528,31,31,data/processed/bridgedata_v2/train_00528/traj_0022
bridgedata_v2__train_00539__traj_0020,bridgedata_v2/train_00539/traj_0020,bridgedata_v2,val,bridgedata_v2:train_00539,44,44,data/processed/bridgedata_v2/train_00539/traj_0020
bridgedata_v2__train_00543__traj_0008,bridgedata_v2/train_00543/traj_0008,bridgedata_v2,val,bridgedata_v2:train_00543,24,24,data/processed/bridgedata_v2/train_00543/traj_0008
bridgedata_v2__train_00549__traj_0020,bridgedata_v2/train_00549/traj_0020,bridgedata_v2,val,bridgedata_v2:train_00549,37,37,data/processed/bridgedata_v2/train_00549/traj_0020
bridgedata_v2__train_00566__traj_0005,bridgedata_v2/train_00566/traj_0005,bridgedata_v2,val,bridgedata_v2:train_00566,32,32,data/processed/bridgedata_v2/train_00566/traj_0005
bridgedata_v2__train_00572__traj_0017,bridgedata_v2/train_00572/traj_0017,bridgedata_v2,val,bridgedata_v2:train_00572,39,39,data/processed/bridgedata_v2/train_00572/traj_0017
bridgedata_v2__train_00600__traj_0000,bridgedata_v2/train_00600/traj_0000,bridgedata_v2,val,bridgedata_v2:train_00600,35,35,data/processed/bridgedata_v2/train_00600/traj_0000
bridgedata_v2__train_00613__traj_0003,bridgedata_v2/train_00613/traj_0003,bridgedata_v2,val,bridgedata_v2:train_00613,39,39,data/processed/bridgedata_v2/train_00613/traj_0003
bridgedata_v2__train_00667__traj_0023,bridgedata_v2/train_00667/traj_0023,bridgedata_v2,val,bridgedata_v2:train_00667,34,34,data/processed/bridgedata_v2/train_00667/traj_0023
bridgedata_v2__train_00718__traj_0007,bridgedata_v2/train_00718/traj_0007,bridgedata_v2,val,bridgedata_v2:train_00718,49,49,data/processed/bridgedata_v2/train_00718/traj_0007
bridgedata_v2__train_00727__traj_0008,bridgedata_v2/train_00727/traj_0008,bridgedata_v2,val,bridgedata_v2:train_00727,37,37,data/processed/bridgedata_v2/train_00727/traj_0008
bridgedata_v2__train_00770__traj_0009,bridgedata_v2/train_00770/traj_0009,bridgedata_v2,val,bridgedata_v2:train_00770,34,34,data/processed/bridgedata_v2/train_00770/traj_0009
bridgedata_v2__train_00772__traj_0021,bridgedata_v2/train_00772/traj_0021,bridgedata_v2,val,bridgedata_v2:train_00772,23,23,data/processed/bridgedata_v2/train_00772/traj_0021
bridgedata_v2__train_00790__traj_0013,bridgedata_v2/train_00790/traj_0013,bridgedata_v2,val,bridgedata_v2:train_00790,79,64,data/processed/bridgedata_v2/train_00790/traj_0013
bridgedata_v2__train_00829__traj_0017,bridgedata_v2/train_00829/traj_0017,bridgedata_v2,val,bridgedata_v2:train_00829,35,35,data/processed/bridgedata_v2/train_00829/traj_0017
bridgedata_v2__train_00852__traj_0015,bridgedata_v2/train_00852/traj_0015,bridgedata_v2,val,bridgedata_v2:train_00852,49,49,data/processed/bridgedata_v2/train_00852/traj_0015
bridgedata_v2__train_00863__traj_0012,bridgedata_v2/train_00863/traj_0012,bridgedata_v2,val,bridgedata_v2:train_00863,28,28,data/processed/bridgedata_v2/train_00863/traj_0012
bridgedata_v2__train_00866__traj_0005,bridgedata_v2/train_00866/traj_0005,bridgedata_v2,val,bridgedata_v2:train_00866,27,27,data/processed/bridgedata_v2/train_00866/traj_0005
bridgedata_v2__train_00872__traj_0019,bridgedata_v2/train_00872/traj_0019,bridgedata_v2,val,bridgedata_v2:train_00872,39,39,data/processed/bridgedata_v2/train_00872/traj_0019
bridgedata_v2__train_00875__traj_0011,bridgedata_v2/train_00875/traj_0011,bridgedata_v2,val,bridgedata_v2:train_00875,20,20,data/processed/bridgedata_v2/train_00875/traj_0011
bridgedata_v2__train_00875__traj_0028,bridgedata_v2/train_00875/traj_0028,bridgedata_v2,val,bridgedata_v2:train_00875,39,39,data/processed/bridgedata_v2/train_00875/traj_0028
bridgedata_v2__train_00881__traj_0040,bridgedata_v2/train_00881/traj_0040,bridgedata_v2,val,bridgedata_v2:train_00881,39,39,data/processed/bridgedata_v2/train_00881/traj_0040
bridgedata_v2__train_00934__traj_0020,bridgedata_v2/train_00934/traj_0020,bridgedata_v2,val,bridgedata_v2:train_00934,25,25,data/processed/bridgedata_v2/train_00934/traj_0020
bridgedata_v2__train_00941__traj_0022,bridgedata_v2/train_00941/traj_0022,bridgedata_v2,val,bridgedata_v2:train_00941,31,31,data/processed/bridgedata_v2/train_00941/traj_0022
bridgedata_v2__train_00968__traj_0024,bridgedata_v2/train_00968/traj_0024,bridgedata_v2,val,bridgedata_v2:train_00968,49,49,data/processed/bridgedata_v2/train_00968/traj_0024
bridgedata_v2__train_00974__traj_0013,bridgedata_v2/train_00974/traj_0013,bridgedata_v2,val,bridgedata_v2:train_00974,44,44,data/processed/bridgedata_v2/train_00974/traj_0013
bridgedata_v2__train_00976__traj_0011,bridgedata_v2/train_00976/traj_0011,bridgedata_v2,val,bridgedata_v2:train_00976,26,26,data/processed/bridgedata_v2/train_00976/traj_0011
bridgedata_v2__train_00991__traj_0001,bridgedata_v2/train_00991/traj_0001,bridgedata_v2,val,bridgedata_v2:train_00991,39,39,data/processed/bridgedata_v2/train_00991/traj_0001
bridgedata_v2__train_01002__traj_0014,bridgedata_v2/train_01002/traj_0014,bridgedata_v2,val,bridgedata_v2:train_01002,44,44,data/processed/bridgedata_v2/train_01002/traj_0014
bridgedata_v2__train_01005__traj_0009,bridgedata_v2/train_01005/traj_0009,bridgedata_v2,val,bridgedata_v2:train_01005,47,47,data/processed/bridgedata_v2/train_01005/traj_0009
bridgedata_v2__train_00007__traj_0004,bridgedata_v2/train_00007/traj_0004,bridgedata_v2,test,bridgedata_v2:train_00007,41,41,data/processed/bridgedata_v2/train_00007/traj_0004
bridgedata_v2__train_00007__traj_0022,bridgedata_v2/train_00007/traj_0022,bridgedata_v2,test,bridgedata_v2:train_00007,16,16,data/processed/bridgedata_v2/train_00007/traj_0022
bridgedata_v2__train_00008__traj_0008,bridgedata_v2/train_00008/traj_0008,bridgedata_v2,test,bridgedata_v2:train_00008,28,28,data/processed/bridgedata_v2/train_00008/traj_0008
bridgedata_v2__train_00111__traj_0004,bridgedata_v2/train_00111/traj_0004,bridgedata_v2,test,bridgedata_v2:train_00111,35,35,data/processed/bridgedata_v2/train_00111/traj_0004
bridgedata_v2__train_00177__traj_0002,bridgedata_v2/train_00177/traj_0002,bridgedata_v2,test,bridgedata_v2:train_00177,36,36,data/processed/bridgedata_v2/train_00177/traj_0002
bridgedata_v2__train_00177__traj_0031,bridgedata_v2/train_00177/traj_0031,bridgedata_v2,test,bridgedata_v2:train_00177,33,33,data/processed/bridgedata_v2/train_00177/traj_0031
bridgedata_v2__train_00201__traj_0007,bridgedata_v2/train_00201/traj_0007,bridgedata_v2,test,bridgedata_v2:train_00201,29,29,data/processed/bridgedata_v2/train_00201/traj_0007
bridgedata_v2__train_00202__traj_0027,bridgedata_v2/train_00202/traj_0027,bridgedata_v2,test,bridgedata_v2:train_00202,24,24,data/processed/bridgedata_v2/train_00202/traj_0027
bridgedata_v2__train_00236__traj_0028,bridgedata_v2/train_00236/traj_0028,bridgedata_v2,test,bridgedata_v2:train_00236,31,31,data/processed/bridgedata_v2/train_00236/traj_0028
bridgedata_v2__train_00237__traj_0023,bridgedata_v2/train_00237/traj_0023,bridgedata_v2,test,bridgedata_v2:train_00237,30,30,data/processed/bridgedata_v2/train_00237/traj_0023
bridgedata_v2__train_00239__traj_0021,bridgedata_v2/train_00239/traj_0021,bridgedata_v2,test,bridgedata_v2:train_00239,33,33,data/processed/bridgedata_v2/train_00239/traj_0021
bridgedata_v2__train_00242__traj_0015,bridgedata_v2/train_00242/traj_0015,bridgedata_v2,test,bridgedata_v2:train_00242,24,24,data/processed/bridgedata_v2/train_00242/traj_0015
bridgedata_v2__train_00289__traj_0010,bridgedata_v2/train_00289/traj_0010,bridgedata_v2,test,bridgedata_v2:train_00289,31,31,data/processed/bridgedata_v2/train_00289/traj_0010
bridgedata_v2__train_00359__traj_0003,bridgedata_v2/train_00359/traj_0003,bridgedata_v2,test,bridgedata_v2:train_00359,79,64,data/processed/bridgedata_v2/train_00359/traj_0003
bridgedata_v2__train_00381__traj_0017,bridgedata_v2/train_00381/traj_0017,bridgedata_v2,test,bridgedata_v2:train_00381,34,34,data/processed/bridgedata_v2/train_00381/traj_0017
bridgedata_v2__train_00414__traj_0006,bridgedata_v2/train_00414/traj_0006,bridgedata_v2,test,bridgedata_v2:train_00414,24,24,data/processed/bridgedata_v2/train_00414/traj_0006
bridgedata_v2__train_00422__traj_0001,bridgedata_v2/train_00422/traj_0001,bridgedata_v2,test,bridgedata_v2:train_00422,24,24,data/processed/bridgedata_v2/train_00422/traj_0001
bridgedata_v2__train_00427__traj_0007,bridgedata_v2/train_00427/traj_0007,bridgedata_v2,test,bridgedata_v2:train_00427,46,46,data/processed/bridgedata_v2/train_00427/traj_0007
bridgedata_v2__train_00471__traj_0009,bridgedata_v2/train_00471/traj_0009,bridgedata_v2,test,bridgedata_v2:train_00471,48,48,data/processed/bridgedata_v2/train_00471/traj_0009
bridgedata_v2__train_00477__traj_0011,bridgedata_v2/train_00477/traj_0011,bridgedata_v2,test,bridgedata_v2:train_00477,30,30,data/processed/bridgedata_v2/train_00477/traj_0011
bridgedata_v2__train_00493__traj_0004,bridgedata_v2/train_00493/traj_0004,bridgedata_v2,test,bridgedata_v2:train_00493,29,29,data/processed/bridgedata_v2/train_00493/traj_0004
bridgedata_v2__train_00499__traj_0000,bridgedata_v2/train_00499/traj_0000,bridgedata_v2,test,bridgedata_v2:train_00499,29,29,data/processed/bridgedata_v2/train_00499/traj_0000
bridgedata_v2__train_00521__traj_0020,bridgedata_v2/train_00521/traj_0020,bridgedata_v2,test,bridgedata_v2:train_00521,49,49,data/processed/bridgedata_v2/train_00521/traj_0020
bridgedata_v2__train_00522__traj_0000,bridgedata_v2/train_00522/traj_0000,bridgedata_v2,test,bridgedata_v2:train_00522,33,33,data/processed/bridgedata_v2/train_00522/traj_0000
bridgedata_v2__train_00533__traj_0002,bridgedata_v2/train_00533/traj_0002,bridgedata_v2,test,bridgedata_v2:train_00533,39,39,data/processed/bridgedata_v2/train_00533/traj_0002
bridgedata_v2__train_00567__traj_0016,bridgedata_v2/train_00567/traj_0016,bridgedata_v2,test,bridgedata_v2:train_00567,49,49,data/processed/bridgedata_v2/train_00567/traj_0016
bridgedata_v2__train_00572__traj_0009,bridgedata_v2/train_00572/traj_0009,bridgedata_v2,test,bridgedata_v2:train_00572,29,29,data/processed/bridgedata_v2/train_00572/traj_0009
bridgedata_v2__train_00586__traj_0009,bridgedata_v2/train_00586/traj_0009,bridgedata_v2,test,bridgedata_v2:train_00586,35,35,data/processed/bridgedata_v2/train_00586/traj_0009
bridgedata_v2__train_00595__traj_0004,bridgedata_v2/train_00595/traj_0004,bridgedata_v2,test,bridgedata_v2:train_00595,47,47,data/processed/bridgedata_v2/train_00595/traj_0004
bridgedata_v2__train_00609__traj_0014,bridgedata_v2/train_00609/traj_0014,bridgedata_v2,test,bridgedata_v2:train_00609,37,37,data/processed/bridgedata_v2/train_00609/traj_0014
bridgedata_v2__train_00622__traj_0018,bridgedata_v2/train_00622/traj_0018,bridgedata_v2,test,bridgedata_v2:train_00622,49,49,data/processed/bridgedata_v2/train_00622/traj_0018
bridgedata_v2__train_00624__traj_0016,bridgedata_v2/train_00624/traj_0016,bridgedata_v2,test,bridgedata_v2:train_00624,41,41,data/processed/bridgedata_v2/train_00624/traj_0016
bridgedata_v2__train_00631__traj_0013,bridgedata_v2/train_00631/traj_0013,bridgedata_v2,test,bridgedata_v2:train_00631,41,41,data/processed/bridgedata_v2/train_00631/traj_0013
bridgedata_v2__train_00649__traj_0004,bridgedata_v2/train_00649/traj_0004,bridgedata_v2,test,bridgedata_v2:train_00649,24,24,data/processed/bridgedata_v2/train_00649/traj_0004
bridgedata_v2__train_00682__traj_0014,bridgedata_v2/train_00682/traj_0014,bridgedata_v2,test,bridgedata_v2:train_00682,39,39,data/processed/bridgedata_v2/train_00682/traj_0014
bridgedata_v2__train_00689__traj_0028,bridgedata_v2/train_00689/traj_0028,bridgedata_v2,test,bridgedata_v2:train_00689,46,46,data/processed/bridgedata_v2/train_00689/traj_0028
bridgedata_v2__train_00790__traj_0012,bridgedata_v2/train_00790/traj_0012,bridgedata_v2,test,bridgedata_v2:train_00790,19,19,data/processed/bridgedata_v2/train_00790/traj_0012
bridgedata_v2__train_00821__traj_0008,bridgedata_v2/train_00821/traj_0008,bridgedata_v2,test,bridgedata_v2:train_00821,24,24,data/processed/bridgedata_v2/train_00821/traj_0008
bridgedata_v2__train_00821__traj_0013,bridgedata_v2/train_00821/traj_0013,bridgedata_v2,test,bridgedata_v2:train_00821,36,36,data/processed/bridgedata_v2/train_00821/traj_0013
bridgedata_v2__train_00821__traj_0016,bridgedata_v2/train_00821/traj_0016,bridgedata_v2,test,bridgedata_v2:train_00821,31,31,data/processed/bridgedata_v2/train_00821/traj_0016
bridgedata_v2__train_00824__traj_0010,bridgedata_v2/train_00824/traj_0010,bridgedata_v2,test,bridgedata_v2:train_00824,38,38,data/processed/bridgedata_v2/train_00824/traj_0010
bridgedata_v2__train_00860__traj_0018,bridgedata_v2/train_00860/traj_0018,bridgedata_v2,test,bridgedata_v2:train_00860,24,24,data/processed/bridgedata_v2/train_00860/traj_0018
bridgedata_v2__train_00871__traj_0010,bridgedata_v2/train_00871/traj_0010,bridgedata_v2,test,bridgedata_v2:train_00871,44,44,data/processed/bridgedata_v2/train_00871/traj_0010
bridgedata_v2__train_00872__traj_0004,bridgedata_v2/train_00872/traj_0004,bridgedata_v2,test,bridgedata_v2:train_00872,41,41,data/processed/bridgedata_v2/train_00872/traj_0004
bridgedata_v2__train_00897__traj_0005,bridgedata_v2/train_00897/traj_0005,bridgedata_v2,test,bridgedata_v2:train_00897,46,46,data/processed/bridgedata_v2/train_00897/traj_0005
bridgedata_v2__train_00942__traj_0020,bridgedata_v2/train_00942/traj_0020,bridgedata_v2,test,bridgedata_v2:train_00942,49,49,data/processed/bridgedata_v2/train_00942/traj_0020
bridgedata_v2__train_00965__traj_0015,bridgedata_v2/train_00965/traj_0015,bridgedata_v2,test,bridgedata_v2:train_00965,23,23,data/processed/bridgedata_v2/train_00965/traj_0015
bridgedata_v2__train_00987__traj_0021,bridgedata_v2/train_00987/traj_0021,bridgedata_v2,test,bridgedata_v2:train_00987,29,29,data/processed/bridgedata_v2/train_00987/traj_0021
bridgedata_v2__train_01001__traj_0018,bridgedata_v2/train_01001/traj_0018,bridgedata_v2,test,bridgedata_v2:train_01001,20,20,data/processed/bridgedata_v2/train_01001/traj_0018
bridgedata_v2__train_01008__traj_0019,bridgedata_v2/train_01008/traj_0019,bridgedata_v2,test,bridgedata_v2:train_01008,24,24,data/processed/bridgedata_v2/train_01008/traj_0019
nyuv2__basement__0001b,nyuv2/basement/0001b,nyuv2,train,nyuv2:basement,114,64,data/processed/nyuv2/basement/0001b
nyuv2__basement__0001c,nyuv2/basement/0001c,nyuv2,train,nyuv2:basement,93,64,data/processed/nyuv2/basement/0001c
nyuv2__bathroom__0001,nyuv2/bathroom/0001,nyuv2,train,nyuv2:bathroom,54,54,data/processed/nyuv2/bathroom/0001
nyuv2__bathroom__0002,nyuv2/bathroom/0002,nyuv2,train,nyuv2:bathroom,118,64,data/processed/nyuv2/bathroom/0002
nyuv2__bathroom__0003,nyuv2/bathroom/0003,nyuv2,train,nyuv2:bathroom,191,64,data/processed/nyuv2/bathroom/0003
nyuv2__bathroom__0004,nyuv2/bathroom/0004,nyuv2,train,nyuv2:bathroom,130,64,data/processed/nyuv2/bathroom/0004
nyuv2__bathroom__0005,nyuv2/bathroom/0005,nyuv2,train,nyuv2:bathroom,128,64,data/processed/nyuv2/bathroom/0005
nyuv2__bathroom__0006,nyuv2/bathroom/0006,nyuv2,train,nyuv2:bathroom,149,64,data/processed/nyuv2/bathroom/0006
nyuv2__bathroom__0007,nyuv2/bathroom/0007,nyuv2,train,nyuv2:bathroom,289,64,data/processed/nyuv2/bathroom/0007
nyuv2__bathroom__0008,nyuv2/bathroom/0008,nyuv2,train,nyuv2:bathroom,108,64,data/processed/nyuv2/bathroom/0008
nyuv2__bathroom__0009,nyuv2/bathroom/0009,nyuv2,train,nyuv2:bathroom,107,64,data/processed/nyuv2/bathroom/0009
nyuv2__bathroom__0010,nyuv2/bathroom/0010,nyuv2,train,nyuv2:bathroom,139,64,data/processed/nyuv2/bathroom/0010
nyuv2__bathroom__0011,nyuv2/bathroom/0011,nyuv2,train,nyuv2:bathroom,116,64,data/processed/nyuv2/bathroom/0011
nyuv2__bathroom__0012,nyuv2/bathroom/0012,nyuv2,train,nyuv2:bathroom,160,64,data/processed/nyuv2/bathroom/0012
nyuv2__bathroom__0013,nyuv2/bathroom/0013,nyuv2,train,nyuv2:bathroom,176,64,data/processed/nyuv2/bathroom/0013
nyuv2__bathroom__0014a,nyuv2/bathroom/0014a,nyuv2,train,nyuv2:bathroom,194,64,data/processed/nyuv2/bathroom/0014a
nyuv2__bathroom__0016,nyuv2/bathroom/0016,nyuv2,train,nyuv2:bathroom,90,64,data/processed/nyuv2/bathroom/0016
nyuv2__bathroom__0017,nyuv2/bathroom/0017,nyuv2,train,nyuv2:bathroom,285,64,data/processed/nyuv2/bathroom/0017
nyuv2__bathroom__0019,nyuv2/bathroom/0019,nyuv2,train,nyuv2:bathroom,226,64,data/processed/nyuv2/bathroom/0019
nyuv2__bathroom__0020,nyuv2/bathroom/0020,nyuv2,train,nyuv2:bathroom,101,64,data/processed/nyuv2/bathroom/0020
nyuv2__bathroom__0021,nyuv2/bathroom/0021,nyuv2,train,nyuv2:bathroom,62,62,data/processed/nyuv2/bathroom/0021
nyuv2__bathroom__0022,nyuv2/bathroom/0022,nyuv2,train,nyuv2:bathroom,63,63,data/processed/nyuv2/bathroom/0022
nyuv2__bathroom__0024,nyuv2/bathroom/0024,nyuv2,train,nyuv2:bathroom,141,64,data/processed/nyuv2/bathroom/0024
nyuv2__bathroom__0025,nyuv2/bathroom/0025,nyuv2,train,nyuv2:bathroom,106,64,data/processed/nyuv2/bathroom/0025
nyuv2__bathroom__0026,nyuv2/bathroom/0026,nyuv2,train,nyuv2:bathroom,173,64,data/processed/nyuv2/bathroom/0026
nyuv2__bathroom__0028,nyuv2/bathroom/0028,nyuv2,train,nyuv2:bathroom,414,64,data/processed/nyuv2/bathroom/0028
nyuv2__bathroom__0029,nyuv2/bathroom/0029,nyuv2,train,nyuv2:bathroom,130,64,data/processed/nyuv2/bathroom/0029
nyuv2__bathroom__0030,nyuv2/bathroom/0030,nyuv2,train,nyuv2:bathroom,130,64,data/processed/nyuv2/bathroom/0030
nyuv2__bathroom__0031,nyuv2/bathroom/0031,nyuv2,train,nyuv2:bathroom,159,64,data/processed/nyuv2/bathroom/0031
nyuv2__bathroom__0032,nyuv2/bathroom/0032,nyuv2,train,nyuv2:bathroom,264,64,data/processed/nyuv2/bathroom/0032
nyuv2__bathroom__0033,nyuv2/bathroom/0033,nyuv2,train,nyuv2:bathroom,151,64,data/processed/nyuv2/bathroom/0033
nyuv2__bathroom__0034,nyuv2/bathroom/0034,nyuv2,train,nyuv2:bathroom,210,64,data/processed/nyuv2/bathroom/0034
nyuv2__bathroom__0038,nyuv2/bathroom/0038,nyuv2,train,nyuv2:bathroom,173,64,data/processed/nyuv2/bathroom/0038
nyuv2__bathroom__0040,nyuv2/bathroom/0040,nyuv2,train,nyuv2:bathroom,167,64,data/processed/nyuv2/bathroom/0040
nyuv2__bathroom__0044,nyuv2/bathroom/0044,nyuv2,train,nyuv2:bathroom,113,64,data/processed/nyuv2/bathroom/0044
nyuv2__bathroom__0045a,nyuv2/bathroom/0045a,nyuv2,train,nyuv2:bathroom,150,64,data/processed/nyuv2/bathroom/0045a
nyuv2__bathroom__0045b,nyuv2/bathroom/0045b,nyuv2,train,nyuv2:bathroom,96,64,data/processed/nyuv2/bathroom/0045b
nyuv2__bathroom__0046,nyuv2/bathroom/0046,nyuv2,train,nyuv2:bathroom,127,64,data/processed/nyuv2/bathroom/0046
nyuv2__bathroom__0048,nyuv2/bathroom/0048,nyuv2,train,nyuv2:bathroom,246,64,data/processed/nyuv2/bathroom/0048
nyuv2__bathroom__0050,nyuv2/bathroom/0050,nyuv2,train,nyuv2:bathroom,34,34,data/processed/nyuv2/bathroom/0050
nyuv2__bathroom__0051,nyuv2/bathroom/0051,nyuv2,train,nyuv2:bathroom,137,64,data/processed/nyuv2/bathroom/0051
nyuv2__bathroom__0052,nyuv2/bathroom/0052,nyuv2,train,nyuv2:bathroom,160,64,data/processed/nyuv2/bathroom/0052
nyuv2__bathroom__0053,nyuv2/bathroom/0053,nyuv2,train,nyuv2:bathroom,136,64,data/processed/nyuv2/bathroom/0053
nyuv2__bathroom__0054,nyuv2/bathroom/0054,nyuv2,train,nyuv2:bathroom,63,63,data/processed/nyuv2/bathroom/0054
nyuv2__bathroom__0056,nyuv2/bathroom/0056,nyuv2,train,nyuv2:bathroom,129,64,data/processed/nyuv2/bathroom/0056
nyuv2__bathroom__0057,nyuv2/bathroom/0057,nyuv2,train,nyuv2:bathroom,82,64,data/processed/nyuv2/bathroom/0057
nyuv2__bathroom__0058,nyuv2/bathroom/0058,nyuv2,train,nyuv2:bathroom,222,64,data/processed/nyuv2/bathroom/0058
nyuv2__bathroom__0060,nyuv2/bathroom/0060,nyuv2,train,nyuv2:bathroom,179,64,data/processed/nyuv2/bathroom/0060
nyuv2__bedroom__0001,nyuv2/bedroom/0001,nyuv2,train,nyuv2:bedroom,39,39,data/processed/nyuv2/bedroom/0001
nyuv2__bedroom__0002,nyuv2/bedroom/0002,nyuv2,train,nyuv2:bedroom,136,64,data/processed/nyuv2/bedroom/0002
nyuv2__bedroom__0003,nyuv2/bedroom/0003,nyuv2,train,nyuv2:bedroom,755,64,data/processed/nyuv2/bedroom/0003
nyuv2__bedroom__0004,nyuv2/bedroom/0004,nyuv2,train,nyuv2:bedroom,456,64,data/processed/nyuv2/bedroom/0004
nyuv2__bedroom__0005,nyuv2/bedroom/0005,nyuv2,train,nyuv2:bedroom,286,64,data/processed/nyuv2/bedroom/0005
nyuv2__bedroom__0006,nyuv2/bedroom/0006,nyuv2,train,nyuv2:bedroom,473,64,data/processed/nyuv2/bedroom/0006
nyuv2__bedroom__0007,nyuv2/bedroom/0007,nyuv2,train,nyuv2:bedroom,474,64,data/processed/nyuv2/bedroom/0007
nyuv2__bedroom__0008,nyuv2/bedroom/0008,nyuv2,train,nyuv2:bedroom,39,39,data/processed/nyuv2/bedroom/0008
nyuv2__bedroom__0009,nyuv2/bedroom/0009,nyuv2,train,nyuv2:bedroom,44,44,data/processed/nyuv2/bedroom/0009
nyuv2__bedroom__0011,nyuv2/bedroom/0011,nyuv2,train,nyuv2:bedroom,141,64,data/processed/nyuv2/bedroom/0011
nyuv2__bedroom__0012,nyuv2/bedroom/0012,nyuv2,train,nyuv2:bedroom,188,64,data/processed/nyuv2/bedroom/0012
nyuv2__bedroom__0013,nyuv2/bedroom/0013,nyuv2,train,nyuv2:bedroom,460,64,data/processed/nyuv2/bedroom/0013
nyuv2__bedroom__0014,nyuv2/bedroom/0014,nyuv2,train,nyuv2:bedroom,171,64,data/processed/nyuv2/bedroom/0014
nyuv2__bedroom__0015,nyuv2/bedroom/0015,nyuv2,train,nyuv2:bedroom,249,64,data/processed/nyuv2/bedroom/0015
nyuv2__bedroom__0017,nyuv2/bedroom/0017,nyuv2,train,nyuv2:bedroom,366,64,data/processed/nyuv2/bedroom/0017
nyuv2__bedroom__0018a,nyuv2/bedroom/0018a,nyuv2,train,nyuv2:bedroom,394,64,data/processed/nyuv2/bedroom/0018a
nyuv2__bedroom__0018b,nyuv2/bedroom/0018b,nyuv2,train,nyuv2:bedroom,171,64,data/processed/nyuv2/bedroom/0018b
nyuv2__bedroom__0019,nyuv2/bedroom/0019,nyuv2,train,nyuv2:bedroom,403,64,data/processed/nyuv2/bedroom/0019
nyuv2__bedroom__0020,nyuv2/bedroom/0020,nyuv2,train,nyuv2:bedroom,282,64,data/processed/nyuv2/bedroom/0020
nyuv2__bedroom__0021,nyuv2/bedroom/0021,nyuv2,train,nyuv2:bedroom,278,64,data/processed/nyuv2/bedroom/0021
nyuv2__bedroom__0022,nyuv2/bedroom/0022,nyuv2,train,nyuv2:bedroom,168,64,data/processed/nyuv2/bedroom/0022
nyuv2__bedroom__0024,nyuv2/bedroom/0024,nyuv2,train,nyuv2:bedroom,493,64,data/processed/nyuv2/bedroom/0024
nyuv2__bedroom__0025,nyuv2/bedroom/0025,nyuv2,train,nyuv2:bedroom,370,64,data/processed/nyuv2/bedroom/0025
nyuv2__bedroom__0026,nyuv2/bedroom/0026,nyuv2,train,nyuv2:bedroom,361,64,data/processed/nyuv2/bedroom/0026
nyuv2__bedroom__0027,nyuv2/bedroom/0027,nyuv2,train,nyuv2:bedroom,371,64,data/processed/nyuv2/bedroom/0027
